0.000000000000000000e+00 1.027542444000000000e+09
2.400586080586080556e-02 2.129740000000000000e+05
4.801172161172161112e-02 1.509640000000000000e+05
7.201758241758240975e-02 1.457040000000000000e+05
9.602344322344322225e-02 1.449140000000000000e+05
1.200293040293040348e-01 1.428700000000000000e+05
1.440351648351648195e-01 1.442910000000000000e+05
1.680410256410256320e-01 1.465700000000000000e+05
1.920468864468864445e-01 1.524980000000000000e+05
2.160527472527472570e-01 1.570930000000000000e+05
2.400586080586080695e-01 1.701480000000000000e+05
2.640644688644688820e-01 2.005260000000000000e+05
2.880703296703296390e-01 1.973550000000000000e+05
3.120761904761904515e-01 1.975950000000000000e+05
3.360820512820512640e-01 1.871060000000000000e+05
3.600879120879120765e-01 2.276670000000000000e+05
3.840937728937728890e-01 2.832200000000000000e+05
4.080996336996337015e-01 1.936780000000000000e+05
4.321054945054945140e-01 1.947380000000000000e+05
4.561113553113553265e-01 1.965790000000000000e+05
4.801172161172161390e-01 2.038340000000000000e+05
5.041230769230768960e-01 2.048760000000000000e+05
5.281289377289377640e-01 2.136540000000000000e+05
5.521347985347985210e-01 2.228860000000000000e+05
5.761406593406592780e-01 2.291240000000000000e+05
6.001465201465201460e-01 2.339640000000000000e+05
6.241523809523809030e-01 2.432290000000000000e+05
6.481582417582417710e-01 2.483470000000000000e+05
6.721641025641025280e-01 2.573210000000000000e+05
6.961699633699633960e-01 2.655330000000000000e+05
7.201758241758241530e-01 2.711050000000000000e+05
7.441816849816850210e-01 2.901220000000000000e+05
7.681875457875457780e-01 2.958250000000000000e+05
7.921934065934065350e-01 3.143360000000000000e+05
8.161992673992674030e-01 3.135920000000000000e+05
8.402051282051281600e-01 3.054700000000000000e+05
8.642109890109890280e-01 2.922440000000000000e+05
8.882168498168497850e-01 2.976070000000000000e+05
9.122227106227106530e-01 3.109160000000000000e+05
9.362285714285714100e-01 3.233160000000000000e+05
9.602344322344322780e-01 3.380460000000000000e+05
9.842402930402930350e-01 3.516180000000000000e+05
1.008246153846153792e+00 3.646730000000000000e+05
1.032252014652014660e+00 3.797510000000000000e+05
1.056257875457875528e+00 3.800540000000000000e+05
1.080263736263736174e+00 3.907230000000000000e+05
1.104269597069597042e+00 4.017470000000000000e+05
1.128275457875457910e+00 4.100800000000000000e+05
1.152281318681318556e+00 4.257050000000000000e+05
1.176287179487179424e+00 4.248470000000000000e+05
1.200293040293040292e+00 4.337830000000000000e+05
1.224298901098901160e+00 4.381020000000000000e+05
1.248304761904761806e+00 4.494660000000000000e+05
