F/MHz,dB (252a),deg (252a),dB (252b),deg (252b),dB (254a),deg (254a),dB (254b),deg (254b),dB (255a),deg (255a),dB (255b),deg (255b),dB (256b),deg (256b)
74.90982,-27.90767974,-171.5934363,-33.86050569,-71.0442031,-34.07325894,-56.69882004,-35.67544532,-134.7838575,-33.79319307,-130.3875395,-28.22062486,-169.6688452,-31.87648916,-156.883428
75.11022,-28.43881441,-174.4788775,-32.864963,-74.10554885,-34.0849626,-59.61244002,-35.48925405,-134.9870116,-34.18163932,-130.2186487,-28.21210615,-168.3142167,-32.07510809,-160.1967744
75.310621,-28.45165635,-174.4125489,-33.4975911,-73.19213176,-34.23739583,-56.21061374,-35.75079473,-131.7294601,-34.86601777,-132.375216,-28.59133095,-169.8300609,-31.22924277,-158.1333993
75.511022,-28.23913795,-173.4866281,-33.45611631,-78.44188092,-33.83415304,-61.38924319,-36.51375929,-136.1620261,-33.34229892,-131.0118523,-28.39314926,-172.6563905,-31.00287117,-161.3642155
75.711423,-28.29069741,-177.3234874,-32.42250333,-76.07759916,-34.89220723,-61.214918,-36.65061121,-139.776042,-33.8407008,-134.4682732,-28.14090669,-170.0408066,-31.75698678,-160.028986
75.911824,-28.44465762,179.8914424,-32.63195711,-72.72664812,-34.15610902,-59.04709259,-35.99178582,-132.4893628,-34.97756295,-135.5784477,-28.30118563,-170.2110236,-31.24418044,-164.9891671
76.112224,-28.14007526,-177.5402126,-32.82040916,-72.80044736,-34.67328569,-60.93838503,-35.57915574,-135.5957702,-34.74684,-137.2362839,-28.11968607,-171.6607648,-32.36328204,-163.390559
76.312625,-28.14145649,-179.7596351,-33.02356778,-75.23894129,-34.2536907,-62.62144853,-36.30203493,-137.0032505,-34.0284712,-136.2439357,-27.99321566,-169.3158528,-31.84726389,-166.6158283
76.513026,-28.4130015,178.7760594,-33.1195506,-76.25095966,-35.71251873,-54.57091269,-36.92228369,-137.3731084,-34.7278927,-137.6864855,-28.47815487,-172.3649879,-31.55591661,-168.4259116
76.713427,-28.2028881,178.2210172,-32.66577269,-75.36052684,-34.50798703,-56.17445434,-36.4147528,-133.8256522,-34.57082044,-137.3795492,-28.08429549,-170.5831235,-32.01122279,-172.6449528
76.913828,-28.34737842,176.5896129,-32.46911312,-77.34924209,-34.89595844,-56.03340106,-36.09476852,-141.5607556,-34.80143341,-134.7890828,-28.20570246,-173.1502356,-32.00671695,-173.8649976
77.114228,-28.37651542,176.5304274,-32.16621871,-81.96557504,-34.72897087,-52.59859341,-36.06562361,-129.6764423,-34.87833033,-138.6952136,-27.97304713,-171.5664784,-32.22032608,-173.4216644
77.314629,-28.44280317,172.8856714,-31.7507379,-75.05382522,-35.2651772,-58.44336068,-36.53702924,-135.6704906,-34.80832049,-135.0493365,-28.07222183,-168.6015198,-31.83803665,-173.7273379
77.51503,-28.81457073,177.0703371,-31.57920959,-76.38111767,-34.61836355,-51.20522404,-36.08006296,-136.4609658,-34.71928327,-141.1906364,-27.97815045,-170.0262434,-32.70207739,-172.9488314
77.715431,-28.80868291,173.3809431,-31.70967231,-82.83780156,-35.06310105,-55.49143397,-36.77737505,-128.8259896,-34.39189341,-135.6792776,-28.68490446,-169.8234404,-32.37451121,-173.8404847
77.915832,-28.91770216,172.3542634,-31.26785063,-83.37928951,-34.7563209,-49.59501091,-35.93038213,-136.1058996,-35.16852649,-143.6702386,-27.92460838,-168.0164689,-32.10829099,-174.8555337
78.116232,-28.96534469,170.6075924,-31.36277771,-83.60310231,-34.13916445,-50.11063065,-36.18766721,-134.0342658,-35.50628733,-143.069169,-28.04308866,-168.4287012,-32.71997136,-173.417258
78.316633,-28.95182776,171.5695264,-31.12438663,-83.88989387,-34.88927547,-50.72262758,-35.9135879,-132.2025485,-35.25206145,-140.5865178,-27.99924686,-167.9745318,-32.49898373,-178.6726274
78.517034,-29.27068192,171.221564,-30.88172733,-85.22079545,-33.77978155,-51.31168875,-35.88121514,-130.4648801,-34.83665252,-139.4506196,-28.1847784,-167.6825049,-32.90674905,177.1615865
78.717435,-29.25257097,170.7877947,-31.00823814,-88.49563861,-34.64897565,-53.60546505,-36.03516884,-132.0675715,-35.04006958,-138.6020174,-28.05418076,-168.2585325,-32.73706056,-179.9199198
78.917836,-29.53587292,169.9046325,-30.79743868,-87.49252317,-34.25742275,-52.38929234,-34.98065003,-131.5977567,-35.8315919,-138.1006437,-27.62344936,-167.928889,-32.73859806,176.0227647
79.118236,-29.75107881,168.4015233,-30.56695095,-89.42487805,-34.84793637,-47.7264737,-35.85573213,-135.6053694,-35.28390493,-138.1582547,-28.11964102,-166.8243509,-33.71282075,174.635078
79.318637,-29.99992045,169.8416017,-30.10383756,-89.34162174,-33.7037599,-48.83442998,-34.13175115,-132.4929051,-36.2632993,-134.9399019,-27.81288103,-167.1069778,-33.38910569,174.9141873
79.519038,-30.15619326,169.3672573,-29.99039553,-90.17471491,-34.19194251,-49.60158213,-35.17959332,-130.3539966,-35.12597713,-140.5726949,-27.58735312,-165.2074439,-33.71025427,174.9921176
79.719439,-30.07905572,169.6798998,-30.01778008,-89.91076168,-32.91666489,-51.46573448,-34.50737498,-125.1427366,-35.48041431,-132.9589151,-27.54408992,-163.7184892,-34.14281636,173.3770318
79.91984,-30.70254881,170.7834828,-29.16249657,-92.16456438,-33.28120141,-56.34009304,-34.17508114,-126.2433355,-35.19763171,-133.4897044,-27.43473169,-162.7346974,-34.52128668,173.4872931
80.12024,-30.6842902,168.1477035,-29.18974723,-92.56882009,-33.22634156,-51.80574449,-33.96925613,-127.0357064,-34.26861033,-137.4059275,-27.24308032,-163.0004413,-34.57261626,175.2961345
80.320641,-30.95033487,171.171053,-28.64000916,-94.58458356,-33.12240538,-54.21298583,-33.04043676,-126.826612,-35.27506624,-131.9246357,-27.20776012,-162.4507726,-34.18860966,177.8874242
80.521042,-30.9229954,170.9443973,-28.96774982,-97.28821785,-33.16930075,-55.12929635,-33.04538816,-128.7794456,-34.37513509,-129.9155105,-26.92331142,-161.8746796,-35.64231174,173.8772399
80.721443,-31.16975389,173.921965,-28.63814255,-99.30104347,-33.18010458,-57.84431198,-32.55027549,-127.8235447,-34.13056598,-135.0484518,-26.82740922,-161.4002822,-35.1052687,-179.544262
80.921844,-31.50288482,170.9665581,-28.23727517,-100.7760551,-33.16889091,-58.76570759,-32.1524689,-124.6480108,-34.69971271,-133.4007836,-26.4643564,-161.5919852,-35.12271297,179.7476435
81.122244,-31.55012461,173.306855,-28.08304564,-102.3600629,-32.36463567,-60.07769874,-32.0924089,-128.9381603,-34.44505031,-128.5061855,-26.29349193,-162.1442934,-36.30911293,178.6435643
81.322645,-31.72036469,176.930453,-27.68566399,-105.4236974,-32.10013884,-60.67377424,-31.90539001,-127.3311916,-34.45337983,-132.214993,-26.04983168,-158.2755704,-35.85246167,-175.3246387
81.523046,-32.06415316,179.5690381,-27.84870237,-107.0919499,-31.77189624,-63.11101625,-31.22204585,-130.4615669,-33.58863951,-131.4589283,-25.97456112,-160.634906,-36.13788635,-167.7159921
81.723447,-32.13150785,-179.0514282,-27.42876739,-111.1284785,-32.15797233,-61.17365089,-30.7988002,-128.2907663,-34.34558473,-130.7078222,-25.54004111,-160.355079,-35.97955469,-165.5189508
81.923848,-32.1161096,-175.1665947,-27.32593102,-110.7369307,-31.83943215,-65.05398554,-30.62427309,-130.7785961,-32.8154943,-129.7456631,-25.38397326,-159.5774453,-36.62633577,-163.9236498
82.124248,-32.60961593,-173.405771,-26.87895512,-114.3478581,-31.24471542,-66.50903169,-30.30306328,-132.9091719,-32.97672661,-129.7216794,-25.24638784,-159.5404228,-36.90536594,-163.9648678
82.324649,-32.24076001,-171.9461247,-27.20054401,-114.4269862,-31.38917786,-67.2059067,-29.94362475,-132.8802824,-32.95254162,-129.1268252,-24.84014661,-159.4246598,-36.54098859,-162.4219909
82.52505,-32.00398543,-170.6335897,-26.71253011,-116.4778172,-31.4580265,-69.65817003,-29.64673568,-132.0775349,-32.5557631,-131.6537017,-24.63661083,-160.6045442,-35.96121463,-159.0061505
82.725451,-31.9732586,-166.2769204,-26.34964862,-119.3139929,-31.55597223,-72.45251922,-29.42010114,-134.2463343,-32.11091883,-129.7580957,-24.55185783,-159.2749782,-35.52479205,-153.4133778
82.925852,-31.76799127,-162.5074745,-26.07146928,-121.6905126,-30.85528095,-76.19981576,-28.90914647,-138.8200061,-31.6247724,-130.4552526,-24.05769811,-160.0890616,-35.2052898,-147.740815
83.126253,-31.61573485,-162.2146985,-25.93572154,-124.8898084,-30.84537724,-77.8904865,-28.19478755,-137.0436854,-31.2666898,-133.6584838,-23.73626286,-160.6260266,-34.78943263,-144.9842632
83.326653,-31.1529272,-158.4541835,-25.9766194,-125.9099424,-30.73362179,-81.71367589,-28.70313346,-139.1495925,-31.15456346,-130.5275975,-23.52228057,-160.8907496,-34.22509036,-142.547856
83.527054,-30.98533495,-155.074849,-25.83194297,-128.1293955,-30.62998974,-81.16641159,-28.11367407,-141.2101977,-30.6563986,-134.5615348,-23.20498315,-162.9233721,-34.12785648,-142.1122723
83.727455,-30.63949089,-154.9699502,-25.46687298,-131.63993,-30.5430332,-88.07685193,-27.82487965,-143.2070926,-30.67785522,-135.116099,-23.17539956,-164.2792671,-32.56386155,-140.1557429
83.927856,-30.2125943,-151.9288489,-25.51239474,-133.4845654,-30.04976954,-89.48268965,-27.63853331,-145.1109978,-30.10427577,-133.2249573,-22.91191924,-164.3029812,-32.54496632,-138.7412876
84.128257,-29.32488544,-153.0476543,-25.13613935,-135.4084101,-30.4391241,-91.55975538,-27.71585917,-145.6433096,-29.84855878,-136.2025009,-22.68355372,-165.0839448,-31.47879379,-134.9304092
84.328657,-28.75674999,-151.3491938,-25.11787936,-137.6244073,-30.3898806,-95.75812894,-27.41259714,-147.2784147,-29.50683066,-135.9493319,-22.49549908,-165.7159862,-30.79547073,-138.8248243
84.529058,-28.46136051,-150.6478756,-25.00545135,-139.5740569,-29.93304,-98.80694883,-27.07242095,-147.6283452,-29.08295345,-134.8333859,-22.00833873,-166.8603194,-30.48922363,-138.0642848
84.729459,-28.1670131,-147.511542,-24.7746817,-143.2021164,-29.97451906,-101.597197,-26.71716618,-150.1606572,-28.83665127,-138.4541845,-21.97526676,-167.6770363,-29.62660768,-138.1140446
84.92986,-27.64160801,-148.7321815,-24.65774766,-145.4219987,-29.72116403,-106.6651089,-26.38698123,-151.5403447,-28.58472386,-140.2174141,-21.80045595,-168.7713798,-29.44372049,-139.318066
85.130261,-26.88717424,-148.1260207,-24.56734412,-147.9459324,-29.53811764,-109.1271176,-26.3374577,-153.3332493,-28.34550401,-141.0718947,-21.49568424,-169.2809146,-28.52638306,-138.9164772
85.330661,-26.62352377,-149.2946088,-24.36176711,-149.8965743,-29.54491034,-107.5003053,-26.13730347,-155.6020207,-27.87235877,-141.6774958,-21.23472659,-172.6076082,-28.06241839,-140.1684848
85.531062,-26.01061397,-149.4622689,-24.40822779,-152.397046,-29.28443532,-114.7208547,-26.02984882,-158.9057008,-27.53163961,-143.4086199,-21.06121006,-173.210897,-27.35521217,-141.1997087
85.731463,-25.4965142,-150.0055764,-23.88895286,-154.3632632,-29.4237638,-116.8088441,-25.82473517,-159.2162864,-27.41263545,-143.1164937,-20.956892,-173.9542877,-26.64328335,-143.1016433
85.931864,-25.15127437,-150.3027129,-24.0755633,-157.4750499,-29.45109883,-119.2540632,-25.55872631,-160.2990499,-27.14565494,-143.8426568,-20.84402383,-174.9282894,-26.19191272,-144.0955033
86.132265,-24.72820274,-150.9217702,-24.09286582,-159.9145411,-28.84494575,-123.706898,-25.49681572,-163.3527564,-26.97533491,-147.6399838,-20.6341203,-177.5474144,-25.99270485,-145.1422845
86.332665,-24.37877776,-153.3472926,-23.91931776,-162.5467224,-29.03249112,-126.7972442,-25.25354388,-163.0955499,-26.5724303,-149.1127415,-20.34926202,-178.4270168,-25.21091592,-148.2293169
86.533066,-23.95503716,-153.1677914,-23.7866541,-164.8697278,-29.3436092,-130.3270553,-25.2255883,-165.6781995,-26.53144422,-149.65714,-20.24282833,-179.3413434,-24.86765337,-149.6680882
86.733467,-23.49113182,-156.3714468,-23.59676287,-165.738836,-29.03391797,-131.5584701,-25.08680181,-167.2621428,-25.74101814,-152.018279,-20.02716938,179.4409756,-24.39085442,-153.5158818
86.933868,-23.03695768,-156.3364017,-23.4485261,-169.807388,-28.50832201,-133.4332419,-24.830262,-167.6995049,-25.73360055,-151.5572453,-19.89006464,177.7563359,-23.86584131,-154.214035
87.134269,-22.55271737,-158.7917318,-23.72385501,-170.6545233,-28.62451903,-139.9698466,-24.73497444,-168.868134,-25.27831683,-154.8299392,-19.79850422,176.5991983,-23.44538444,-157.1339025
87.334669,-22.30110313,-159.6820588,-23.42859858,-172.7843114,-28.25353203,-142.177047,-24.47876828,-171.1503573,-25.00692198,-156.6641197,-19.64985588,174.8509495,-23.12956361,-160.5186071
87.53507,-21.88370457,-162.9220415,-23.4478975,-175.0453741,-28.02670362,-145.6948041,-24.2187977,-171.7393887,-24.66536675,-156.2455031,-19.52422547,172.7156845,-23.02555677,-160.7175538
87.735471,-21.59254543,-163.9918743,-23.34772493,-177.7162564,-28.19569967,-148.0714908,-24.20980558,-172.0347389,-24.52282212,-159.7764905,-19.34628936,172.0449617,-22.34785492,-165.8411585
87.935872,-21.2365647,-166.7831077,-23.26725722,-179.0183417,-27.88002371,-150.755923,-24.0057017,-173.6739171,-24.05595466,-162.5809425,-19.33367502,169.7681941,-22.15062855,-167.6511986
88.136273,-20.85075635,-168.077832,-23.05613542,179.0643173,-27.76622742,-152.6194278,-23.73925121,-175.2692524,-23.77819857,-163.0096242,-19.18185537,168.3678605,-21.8980452,-170.6064473
88.336673,-20.62142134,-171.3408111,-23.03726313,177.2610165,-27.48933665,-157.4794938,-23.62475273,-175.6637449,-23.39587407,-164.8946596,-19.1189907,167.4617693,-21.6607526,-172.2265094
88.537074,-20.38684809,-173.4810038,-22.83650099,174.3980698,-26.95637186,-160.5749217,-23.21348426,-178.3457473,-23.05190748,-166.014531,-18.9736718,166.0591985,-21.4843308,-175.4372781
88.737475,-20.12903809,-176.6811183,-22.59015233,173.4161066,-26.55012102,-160.7389127,-23.01494344,-179.4214748,-22.76997772,-168.177106,-18.84130913,164.3623556,-21.23421724,-178.4051488
88.937876,-19.8759291,-179.2938104,-22.56030426,171.4297526,-26.2662738,-165.9271635,-22.62107772,179.9665566,-22.50517816,-172.5511667,-18.86795207,162.4588183,-20.94234301,178.8012282
89.138277,-19.69621456,178.9414773,-22.36090748,169.8430908,-26.07367864,-166.9412597,-22.38515005,177.44287,-22.29862978,-174.6668239,-18.64789283,160.8172387,-20.70712705,175.9981721
89.338677,-19.58596165,176.5095967,-22.12875027,168.2172485,-25.82967899,-172.9321391,-22.0091487,174.912378,-22.10896167,-178.9028541,-18.51712472,158.9720512,-20.64097209,173.3682801
89.539078,-19.35769657,173.1090368,-22.12000256,165.0560975,-25.47105884,-174.1328507,-21.59546486,173.9300022,-21.78677444,179.5267192,-18.47996949,157.2400735,-20.3188207,170.1653115
89.739479,-19.13352812,171.1705123,-21.86486279,163.8065055,-25.17917152,-178.4159086,-21.47309426,169.7150704,-21.4731173,176.8939564,-18.37373026,155.9873645,-20.33368392,167.2676873
89.93988,-19.04851129,168.4172691,-21.78974109,161.1744271,-24.8799515,177.6084698,-21.21348928,168.2230159,-21.28080331,173.9447824,-18.26156221,153.5303402,-20.15679183,164.8918933
90.140281,-18.91633589,166.0901619,-21.70485172,159.9152379,-24.59870395,172.7839869,-20.89998875,165.3259435,-21.10487497,170.9953936,-18.26454979,151.5883226,-20.12256905,162.1847922
90.340681,-19.05450017,163.5731785,-21.279875,156.9912134,-24.13051062,169.291948,-20.73247975,162.9311012,-20.90266654,167.4162385,-18.18363531,149.7477855,-19.94883829,159.9015132
90.541082,-18.87152236,160.785184,-21.3188702,154.5570132,-23.8362852,164.8958303,-20.54419956,160.2262993,-20.71961779,164.7796743,-18.2376948,148.5159427,-19.81998303,157.443111
90.741483,-18.79450365,158.2421289,-21.18760123,151.0315153,-23.76986788,160.5730318,-20.56900795,157.7742464,-20.63654126,161.2502586,-18.11836243,146.4415727,-19.79692923,154.897909
90.941884,-18.76129627,156.3108837,-20.92811688,148.6431475,-23.56290122,158.1656356,-20.28345391,154.6152932,-20.50269158,158.8323735,-18.11155775,144.5802976,-19.7862069,152.1337457
91.142285,-18.64290807,153.4436567,-21.05803989,146.2414941,-23.37233765,154.1434295,-20.21116877,151.4980455,-20.35267653,156.0127216,-18.05572158,142.9994715,-19.68136903,149.9601147
91.342685,-18.67562989,151.6194482,-20.88115539,143.8359372,-22.99526038,148.1170703,-20.13279305,148.6474071,-20.34763486,152.7341777,-18.06015969,141.7350507,-19.63182081,148.135323
91.543086,-18.73407249,149.7838223,-20.881528,141.5705495,-22.96909779,145.3366952,-20.07816005,146.2668246,-20.28763673,150.8028699,-18.00219495,139.9554965,-19.63916865,145.3540204
91.743487,-18.63997126,147.5354027,-20.78831644,139.3700744,-22.76102247,142.6075127,-20.10829772,143.4155017,-20.24811653,147.8496327,-18.09934262,138.0976742,-19.49103882,143.1698476
91.943888,-18.60253334,145.6250643,-20.649572,136.5823286,-22.59135099,138.3361271,-20.10786309,140.9887363,-20.20563356,144.9655042,-18.09978047,136.4433765,-19.56482426,141.5293242
92.144289,-18.70614197,143.2778117,-20.63102552,134.8770001,-22.64579268,135.4531749,-19.93389352,138.7824272,-20.15092164,142.3736671,-18.11501327,134.3238927,-19.54730055,138.766069
92.344689,-18.70389137,141.5734613,-20.65989443,131.7128894,-22.54655345,131.1910883,-19.96308688,136.1329457,-20.09190852,140.7851044,-18.17958136,133.2407974,-19.5751102,136.5691317
92.54509,-18.62908186,139.7881011,-20.53470544,130.596029,-22.43499267,128.6714539,-19.88432077,133.9928881,-20.19035912,137.6744594,-18.08631958,131.7429475,-19.49850083,134.4061946
92.745491,-18.6514709,138.1249283,-20.5253602,127.7049579,-22.32667736,126.1252781,-19.88481316,131.4865382,-20.03856908,135.4532307,-18.24888331,130.092064,-19.53359057,132.0066504
92.945892,-18.6654243,136.3650969,-20.54392317,125.6280061,-22.24307591,122.3626608,-19.88601774,129.1577315,-20.0845571,133.7862151,-18.15947366,129.0024571,-19.42740202,130.4994601
93.146293,-18.77645856,133.8368629,-20.54918793,123.2891611,-22.13789682,118.8984553,-19.86083286,126.8539298,-20.11023815,131.3323976,-18.22381102,127.4186914,-19.54391445,127.9772898
93.346693,-18.62139036,131.551758,-20.5318035,122.0115449,-22.00335032,117.4210576,-19.88383215,124.6649282,-20.21529445,128.9366331,-18.27924695,126.1946872,-19.57521357,126.8354653
93.547094,-18.77088818,130.5784623,-20.48959593,120.1942657,-21.92940264,114.5313162,-19.92719705,122.7083784,-20.1526847,127.0172509,-18.27856311,124.5292494,-19.64498592,124.5867246
93.747495,-18.72976475,128.788072,-20.57103195,117.6864369,-21.99150049,111.5637631,-19.89995677,120.9239944,-20.06118053,124.618797,-18.39832285,122.7472913,-19.50076709,123.2215139
93.947896,-18.7097049,127.1244227,-20.51422024,116.2580861,-21.89831152,109.6135013,-19.93443373,118.5043165,-20.14387104,122.7420619,-18.40940765,122.5304445,-19.5362107,121.1530952
94.148297,-18.8200201,126.0136724,-20.37571272,113.8608351,-21.77000479,106.934112,-19.77321482,117.1711179,-20.05386618,120.4307966,-18.39724974,120.286734,-19.50951939,119.2121285
94.348697,-18.80763262,124.1271498,-20.50081681,113.0398646,-21.6394862,103.1776469,-19.84360018,115.928931,-19.93216373,119.1529144,-18.45511688,119.455149,-19.52268072,117.4568003
94.549098,-18.91188636,122.0437936,-20.40390041,110.8942938,-21.83254197,101.9332079,-20.01436786,114.0375912,-20.13821519,116.8698771,-18.47881617,117.1190391,-19.47059427,116.109436
94.749499,-18.84854671,120.0220352,-20.3899763,109.0231732,-21.67859165,99.98344019,-19.91241334,112.0942131,-20.1438556,114.6014223,-18.57178017,116.4570474,-19.5118426,114.2764956
94.9499,-18.91491969,118.9344265,-20.41137924,108.0507115,-21.43266297,96.61207488,-20.01866674,109.5115609,-20.06685878,113.2922354,-18.52319461,115.2810571,-19.59318846,113.1183003
95.150301,-18.92521506,117.2261309,-20.3615574,105.7506154,-21.48549175,96.25936703,-19.99812795,107.5260816,-20.19207761,111.1376216,-18.5945878,113.1755824,-19.56869562,110.456197
95.350701,-19.05551071,115.8834446,-20.38651753,104.0776764,-21.413155,92.70618813,-19.92045162,106.2280771,-19.93975755,109.3987088,-18.60101316,112.9352752,-19.49721118,108.9840561
95.551102,-19.12372774,114.8995942,-20.32919648,102.086733,-21.38808934,91.62340999,-20.02058308,105.0318633,-20.12584881,107.3468741,-18.70068688,111.5583809,-19.53640631,108.2253411
95.751503,-19.00805177,112.6248707,-20.23499518,101.1274501,-21.33772141,89.37022038,-19.92931231,102.9719437,-20.1538044,105.818878,-18.74179751,110.00307,-19.5046522,106.7480996
95.951904,-18.9962864,111.7753557,-20.33509869,99.13498767,-21.20821426,87.48984095,-19.93872589,101.4097095,-20.21016766,104.1171457,-18.76668061,108.752655,-19.55343578,105.3802858
96.152305,-19.12338283,110.2733511,-20.38001315,98.23985647,-21.09023922,85.14136833,-19.83404922,100.7405894,-20.22550206,102.3325689,-18.83089457,107.1819052,-19.71933958,103.2255066
96.352705,-19.09355541,108.8371225,-20.31525965,97.10652494,-21.07355518,84.0225621,-19.86007205,98.64777798,-20.18759277,100.7615964,-18.69898803,106.9440919,-19.61497231,102.7787751
96.553106,-19.21146393,107.2367937,-20.31578831,94.15407442,-21.00867033,81.67606504,-20.04311025,96.88391827,-20.07543746,99.29922694,-18.8667608,105.8518985,-19.72852181,100.740763
96.753507,-19.20574117,105.9691309,-20.28127494,92.94700924,-20.87867243,80.24649266,-19.91893207,95.38667373,-20.22593366,98.09293546,-18.90722681,104.0082182,-19.61750417,99.04369064
96.953908,-19.26147039,104.4255174,-20.17044471,91.06780015,-20.9025908,78.6830908,-20.03358043,93.73168424,-20.21938082,95.79518295,-18.9899516,103.4595558,-19.5789221,97.8217488
97.154309,-19.40602116,102.4152603,-20.20121368,89.56331401,-20.88148189,77.19935192,-19.96190996,91.79452177,-20.21073901,94.92576116,-19.04831896,101.5724355,-19.71500393,96.73504227
97.354709,-19.38931203,102.2135551,-20.18015317,88.53544108,-20.70208275,75.46861434,-19.93585629,90.84551761,-20.18847061,93.30766866,-19.0644279,100.8536877,-19.71598678,94.30120543
97.55511,-19.3405751,100.8041063,-20.22072832,87.53790506,-20.80918037,73.99051164,-19.96204433,88.90891647,-20.15565472,91.36312014,-19.18548285,99.76164786,-19.65305585,93.94942574
97.755511,-19.32483336,99.09032041,-20.22877727,86.03023436,-20.66006322,72.39194852,-19.92843978,87.95243753,-20.06876841,90.35318404,-19.10453621,98.02586272,-19.67905403,91.82721725
97.955912,-19.44681879,97.85529083,-20.2964226,83.72733155,-20.66685717,70.5151295,-19.98432533,86.03027612,-20.17146687,89.36586342,-19.19879081,96.74735425,-19.77495871,91.33223972
98.156313,-19.48935,96.97112008,-20.27366412,83.57079232,-20.63555071,69.11160293,-20.01466031,85.37113521,-20.22511816,87.59038652,-19.16552262,96.21327381,-19.7917683,89.67679862
98.356713,-19.5392972,95.4994196,-20.15809805,81.22816108,-20.52222912,67.62148693,-20.06266316,83.04098045,-20.17436628,85.18764504,-19.21616738,95.06241726,-19.64183284,88.33166995
98.557114,-19.61701772,93.1724835,-20.05563558,80.27585848,-20.53411275,66.0734475,-20.03630827,81.96039374,-20.08063298,84.33282155,-19.24650392,93.85689425,-19.80421183,87.87416849
98.757515,-19.58393306,92.83825604,-20.16252795,79.29813405,-20.38034343,64.81950086,-20.06225146,81.34889243,-20.21201043,83.38829896,-19.33350659,92.83235888,-19.79045524,84.9754256
98.957916,-19.64682678,91.2469073,-19.9738356,77.52960033,-20.37226535,62.75721814,-20.0234042,78.31266572,-20.14369045,81.47448693,-19.38295822,92.15174541,-19.71575687,84.76311914
99.158317,-19.68359411,90.15253368,-20.09807807,76.70471975,-20.46087181,62.12931469,-20.11866481,77.01411712,-20.1291057,80.08347317,-19.45582671,90.06681985,-19.72700468,83.57942389
99.358717,-19.58280968,89.06563064,-20.06289166,75.8447155,-20.33045868,61.64391535,-20.13075299,76.4999915,-20.09733411,78.84782708,-19.4483464,89.7423607,-19.85524745,82.24072557
99.559118,-19.77458883,87.17818227,-19.99801313,73.90834565,-20.21430556,59.17242536,-20.10269869,75.15673849,-20.14042801,76.9870513,-19.53539883,88.30795557,-19.77649535,81.72540533
99.759519,-19.74557747,86.04230942,-20.04420031,73.49641132,-20.22647866,58.27218627,-19.95503305,74.18262723,-20.21793033,76.11768365,-19.53286319,87.5994998,-19.8448896,79.61274494
99.95992,-19.65752444,84.72626719,-20.07469058,72.18365938,-20.26291427,56.85273671,-20.11682213,72.34931634,-20.28241247,75.41750044,-19.51320928,86.46317641,-20.0241507,78.76467835
100.160321,-19.8110698,84.12069489,-19.87372927,70.37743262,-20.26926284,55.62563281,-20.10068513,70.89279289,-20.10036098,72.76658723,-19.63721101,85.32678822,-19.87827348,77.83748388
100.360721,-19.82730033,82.75334625,-20.1761769,68.85219178,-20.21921127,54.3279777,-20.19766887,70.64894819,-20.20108043,71.46771062,-19.70668012,83.08588534,-20.03987593,75.77131504
100.561122,-19.87697136,81.44777282,-20.04117612,68.50088573,-19.9859214,53.86972146,-20.07513841,68.84725806,-20.2415488,71.00441442,-19.92544881,83.03498988,-19.73371939,74.41184092
100.761523,-19.95571155,79.94748407,-20.05222229,67.31086132,-19.95715143,51.99466638,-19.99758359,67.15757689,-20.19378491,69.22507807,-19.82006886,82.02572232,-19.90303262,73.86606112
100.961924,-19.80786842,79.26711711,-19.96118093,65.72362462,-19.97374879,51.41149262,-19.9213157,65.69387347,-20.17548867,69.33771146,-19.7713061,81.7217052,-20.01064865,74.04149434
101.162325,-20.06369304,79.09903406,-20.08954228,64.68040367,-19.88197321,49.9610801,-20.00714109,64.49937264,-20.17959533,67.41173231,-19.78656907,80.28316785,-19.93700218,71.14185371
101.362725,-20.13031203,75.74761437,-19.91991163,62.78096011,-19.88558325,49.07683288,-20.00073597,64.52451765,-20.27143948,65.55750675,-20.03952263,78.16208796,-19.89839521,70.76635898
101.563126,-20.14962167,75.87674656,-19.86742334,62.05783178,-19.7624172,48.33183463,-20.17334472,63.37333586,-20.17352255,64.5461099,-19.97888328,77.38217415,-20.074613,69.5941665
101.763527,-19.96524855,74.87385871,-19.96058838,60.51039969,-19.8158284,44.71728107,-20.18528786,62.15226807,-20.25564483,63.10160158,-20.20839208,77.09410594,-19.92097232,68.60841219
101.963928,-20.04577578,73.23707094,-19.71181726,59.57250516,-19.72173549,45.09258072,-19.99753662,61.03520262,-20.20869194,62.25401284,-19.93506786,76.25621048,-19.87375901,65.87920281
102.164329,-20.18960246,72.34051366,-19.74667614,58.94869314,-19.76135408,45.2336472,-20.00509429,58.17804042,-20.22975914,62.41980283,-20.20850879,75.16072762,-19.84051536,67.06436502
102.364729,-20.35584172,71.1507158,-19.8570451,56.98479217,-19.8466944,44.01219964,-20.01545155,60.38010727,-20.32985933,60.5648889,-20.35970625,74.93594328,-20.05669348,65.92574011
102.56513,-20.2454239,70.4583938,-19.84112052,57.36091698,-19.80891001,41.74632577,-20.19232444,56.46908359,-20.34417483,58.86340206,-20.15538473,71.55889446,-20.08693768,64.42590243
102.765531,-20.07563045,69.78908639,-19.64806165,56.94069956,-19.54023049,42.31462202,-19.98545377,57.00445392,-20.08327846,58.16293959,-20.24451489,73.09091542,-19.83577676,64.14856069
102.965932,-20.31964126,67.87747623,-19.82725041,54.76945406,-19.57584538,40.98099678,-20.11678619,56.35849282,-20.28241352,56.38802606,-20.32269714,71.10060443,-20.10516881,62.21515162
