0.000000000000000000e+00 4.066381910000000000e+08
2.400586080586080556e-02 2.040380000000000000e+05
4.801172161172161112e-02 1.485030000000000000e+05
7.201758241758240975e-02 1.440060000000000000e+05
9.602344322344322225e-02 1.488050000000000000e+05
1.200293040293040348e-01 1.869890000000000000e+05
1.440351648351648195e-01 3.166450000000000000e+05
1.680410256410256320e-01 5.884970000000000000e+05
1.920468864468864445e-01 1.028632000000000000e+06
2.160527472527472570e-01 1.613872000000000000e+06
2.400586080586080695e-01 2.267623000000000000e+06
2.640644688644688820e-01 3.012126000000000000e+06
2.880703296703296390e-01 3.768047000000000000e+06
3.120761904761904515e-01 4.552501000000000000e+06
3.360820512820512640e-01 5.434605000000000000e+06
3.600879120879120765e-01 6.400814000000000000e+06
3.840937728937728890e-01 7.230120000000000000e+06
4.080996336996337015e-01 7.502019000000000000e+06
4.321054945054945140e-01 8.032692000000000000e+06
4.561113553113553265e-01 8.836090000000000000e+06
4.801172161172161390e-01 9.535368000000000000e+06
5.041230769230768960e-01 1.020327200000000000e+07
5.281289377289377640e-01 1.080178200000000000e+07
5.521347985347985210e-01 1.158105400000000000e+07
5.761406593406592780e-01 1.218668300000000000e+07
6.001465201465201460e-01 1.276393100000000000e+07
6.241523809523809030e-01 1.330886100000000000e+07
6.481582417582417710e-01 1.374203400000000000e+07
6.721641025641025280e-01 1.458168000000000000e+07
6.961699633699633960e-01 1.508567200000000000e+07
7.201758241758241530e-01 1.560888000000000000e+07
7.441816849816850210e-01 1.619714300000000000e+07
7.681875457875457780e-01 1.697008800000000000e+07
7.921934065934065350e-01 1.717296000000000000e+07
8.161992673992674030e-01 1.764666900000000000e+07
8.402051282051281600e-01 1.730782800000000000e+07
8.642109890109890280e-01 1.771025900000000000e+07
8.882168498168497850e-01 1.799881100000000000e+07
9.122227106227106530e-01 1.817139000000000000e+07
9.362285714285714100e-01 1.899054200000000000e+07
9.602344322344322780e-01 1.936693500000000000e+07
9.842402930402930350e-01 2.012974000000000000e+07
1.008246153846153792e+00 2.058741400000000000e+07
1.032252014652014660e+00 2.146753500000000000e+07
1.056257875457875528e+00 2.215809600000000000e+07
1.080263736263736174e+00 2.237870000000000000e+07
1.104269597069597042e+00 2.318709900000000000e+07
1.128275457875457910e+00 2.337316900000000000e+07
1.152281318681318556e+00 2.347594400000000000e+07
1.176287179487179424e+00 2.402758000000000000e+07
1.200293040293040292e+00 2.430894900000000000e+07
1.224298901098901160e+00 2.467538000000000000e+07
1.248304761904761806e+00 2.493724400000000000e+07
1.272310622710622674e+00 2.504632800000000000e+07
1.296316483516483542e+00 2.534824600000000000e+07
1.320322344322344410e+00 2.541601900000000000e+07
1.344328205128205056e+00 2.514672100000000000e+07
1.368334065934065924e+00 2.605054200000000000e+07
1.392339926739926792e+00 2.643535200000000000e+07
1.416345787545787438e+00 2.638019100000000000e+07
1.440351648351648306e+00 2.636632900000000000e+07
1.464357509157509174e+00 2.669453700000000000e+07
1.488363369963370042e+00 2.715364700000000000e+07
1.512369230769230688e+00 2.681040300000000000e+07
1.536375091575091556e+00 2.721008900000000000e+07
1.560380952380952424e+00 2.740827900000000000e+07
1.584386813186813070e+00 2.744602500000000000e+07
1.608392673992673938e+00 2.750231300000000000e+07
1.632398534798534806e+00 2.758084800000000000e+07
1.656404395604395674e+00 2.807643100000000000e+07
1.680410256410256320e+00 2.779441300000000000e+07
1.704416117216117188e+00 2.780110600000000000e+07
1.728421978021978056e+00 2.829492900000000000e+07
1.752427838827838702e+00 2.756190500000000000e+07
1.776433699633699570e+00 2.792789100000000000e+07
1.800439560439560438e+00 2.719103700000000000e+07
1.824445421245421306e+00 2.784702700000000000e+07
1.848451282051281952e+00 2.812726200000000000e+07
1.872457142857142820e+00 2.767565700000000000e+07
1.896463003663003688e+00 2.749878000000000000e+07
1.920468864468864556e+00 2.782799200000000000e+07
1.944474725274725202e+00 2.831883300000000000e+07
1.968480586080586070e+00 2.791264600000000000e+07
1.992486446886446938e+00 2.751627000000000000e+07
2.016492307692307584e+00 2.750996200000000000e+07
2.040498168498168674e+00 2.791519700000000000e+07
2.064504029304029320e+00 2.747533400000000000e+07
2.088509890109889966e+00 2.793276200000000000e+07
2.112515750915751056e+00 2.757255200000000000e+07
2.136521611721611702e+00 2.753148900000000000e+07
2.160527472527472348e+00 2.780913700000000000e+07
2.184533333333333438e+00 2.747107600000000000e+07
2.208539194139194084e+00 2.750192700000000000e+07
2.232545054945054730e+00 2.751450200000000000e+07
2.256550915750915820e+00 2.730031200000000000e+07
2.280556776556776466e+00 2.726873700000000000e+07
2.304562637362637112e+00 2.716677800000000000e+07
2.328568498168498202e+00 2.692105700000000000e+07
2.352574358974358848e+00 2.706443400000000000e+07
2.376580219780219938e+00 2.744224300000000000e+07
2.400586080586080584e+00 2.684485900000000000e+07
2.424591941391941230e+00 2.694376200000000000e+07
2.448597802197802320e+00 2.670185200000000000e+07
2.472603663003662966e+00 2.668892500000000000e+07
2.496609523809523612e+00 2.642723900000000000e+07
2.520615384615384702e+00 2.675904100000000000e+07
2.544621245421245348e+00 2.682989500000000000e+07
2.568627106227105994e+00 2.636611100000000000e+07
2.592632967032967084e+00 2.594114600000000000e+07
2.616638827838827730e+00 2.616176200000000000e+07
2.640644688644688820e+00 2.594886000000000000e+07
2.664650549450549466e+00 2.574392900000000000e+07
2.688656410256410112e+00 2.606476500000000000e+07
2.712662271062271202e+00 2.557765900000000000e+07
2.736668131868131848e+00 2.566131900000000000e+07
2.760673992673992494e+00 2.584111300000000000e+07
2.784679853479853584e+00 2.540702100000000000e+07
2.808685714285714230e+00 2.582043200000000000e+07
2.832691575091574876e+00 2.509834800000000000e+07
2.856697435897435966e+00 2.534690800000000000e+07
2.880703296703296612e+00 2.498902200000000000e+07
2.904709157509157258e+00 2.498120300000000000e+07
2.928715018315018348e+00 2.509660600000000000e+07
2.952720879120878994e+00 2.453255300000000000e+07
2.976726739926740084e+00 2.455985700000000000e+07
3.000732600732600730e+00 2.453156600000000000e+07
3.024738461538461376e+00 2.422419400000000000e+07
3.048744322344322466e+00 2.401738300000000000e+07
3.072750183150183112e+00 2.410671500000000000e+07
3.096756043956043758e+00 2.411093400000000000e+07
